ID,D,R,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBul,Baryonic,Vdm
F583-4,53.3,0.22,10.7,4.9,0.47,5.59,0.0,69.18,0.0,5.6097237008608545,5.090276299139145
F583-4,53.3,0.76,24.7,4.9,1.87,17.63,0.0,60.07,0.0,17.728897314836022,6.971102685163977
F583-4,53.3,1.31,38.9,4.9,3.27,26.64,0.0,42.04,0.0,26.83994225031045,12.060057749689548
F583-4,53.3,1.94,42.7,7.89,4.87,32.27,0.0,31.07,0.0,32.63540715235525,10.064592847644754
F583-4,53.3,3.92,55.0,4.9,8.5,38.26,0.0,9.64,0.0,39.19282587413161,15.807174125868393
F583-4,53.3,4.35,57.2,4.9,9.17,38.43,0.0,8.68,0.0,39.508907856330325,17.691092143669678
F583-4,53.3,5.0,59.8,4.9,10.3,39.09,0.0,6.38,0.0,40.42422664690074,19.375773353099255
F583-4,53.3,5.05,62.5,3.43,10.4,39.06,0.0,6.2,0.0,40.42083126309997,22.07916873690003
F583-4,53.3,5.83,61.8,3.98,12.1,38.38,0.0,3.7,0.0,40.24219675912338,21.557803240876616
F583-4,53.3,6.09,64.4,4.9,12.72,38.13,0.0,3.52,0.0,40.195712457922674,24.20428754207733
F583-4,53.3,6.74,67.2,4.9,14.18,39.23,0.0,2.89,0.0,41.714089945724574,25.48591005427543
F583-4,53.3,7.29,69.9,4.9,15.33,36.96,0.0,0.0,0.0,40.0131290953357,29.886870904664306
IC2574,3.91,0.85,10.3,0.2,0.0,9.59,0.0,16.75,0.0,9.59,0.7100000000000009
IC2574,3.91,1.14,12.9,2.7,0.0,11.99,0.0,14.92,0.0,11.99,0.9100000000000001
IC2574,3.91,1.42,16.4,1.8,0.94,13.83,0.0,13.07,0.0,13.861908238045727,2.5380917619542718
IC2574,3.91,1.71,18.6,2.1,3.44,15.27,0.0,11.58,0.0,15.652683476005,2.947316523995001
IC2574,3.91,1.99,19.8,2.0,5.14,16.76,0.0,10.8,0.0,17.53046491111973,2.2695350888802714
IC2574,3.91,2.28,26.1,0.6,5.82,17.77,0.0,9.24,0.0,18.698804774637335,7.401195225362667
IC2574,3.91,2.55,27.7,2.7,6.87,18.7,0.0,8.42,0.0,19.922020479860972,7.777979520139027
IC2574,3.91,2.84,29.7,2.6,7.58,19.36,0.0,7.37,0.0,20.791007671587252,8.908992328412747
IC2574,3.91,3.13,33.0,3.4,8.21,19.89,0.0,6.93,0.0,21.517811226981244,11.482188773018756
IC2574,3.91,3.41,34.8,1.2,8.78,20.19,0.0,5.88,0.0,22.01645975174029,12.783540248259708
IC2574,3.91,3.7,35.0,0.9,8.64,20.15,0.0,5.69,0.0,21.924235448471173,13.075764551528827
IC2574,3.91,3.98,39.0,10.2,7.98,20.39,0.0,5.87,0.0,21.89594711356419,17.10405288643581
IC2574,3.91,4.26,35.9,5.4,7.97,21.28,0.0,6.08,0.0,22.723540657212734,13.176459342787265
IC2574,3.91,4.55,40.0,4.1,10.01,22.72,0.0,6.5,0.0,24.82737400531921,15.17262599468079
IC2574,3.91,4.84,38.7,1.4,11.42,24.6,0.0,5.76,0.0,27.12151175727489,11.578488242725111
IC2574,3.91,5.12,41.8,0.5,12.67,25.34,0.0,4.6,0.0,28.330981274922337,13.46901872507766
IC2574,3.91,5.41,42.9,0.4,13.13,25.74,0.0,4.3,0.0,28.895406209292158,14.00459379070784
IC2574,3.91,5.68,44.4,1.7,13.93,26.48,0.0,4.03,0.0,29.920482950647706,14.479517049352292
IC2574,3.91,5.97,46.1,1.3,14.5,27.15,0.0,3.42,0.0,30.779416823585205,15.320583176414797
IC2574,3.91,6.26,49.0,0.9,15.98,27.39,0.0,2.76,0.0,31.710763157010273,17.289236842989727
IC2574,3.91,6.54,51.9,0.6,17.58,27.31,0.0,2.14,0.0,32.47910867003588,19.42089132996412
IC2574,3.91,6.83,53.1,2.1,18.38,26.75,0.0,1.67,0.0,32.45592241795016,20.64407758204984
IC2574,3.91,7.1,54.0,0.5,19.29,26.25,0.0,1.55,0.0,32.57555218258011,21.42444781741989
IC2574,3.91,7.39,55.9,1.1,19.86,26.04,0.0,1.54,0.0,32.749064108765,23.150935891235
IC2574,3.91,7.68,58.8,3.6,21.01,25.86,0.0,1.4,0.0,33.319059110365046,25.48094088963495
IC2574,3.91,7.96,57.3,4.6,21.81,25.77,0.0,1.25,0.0,33.76046504419037,23.53953495580963
IC2574,3.91,8.25,54.0,9.0,22.49,25.57,0.0,1.12,0.0,34.0532670972992,19.946732902700802
IC2574,3.91,8.52,63.8,12.0,22.38,25.47,0.0,1.02,0.0,33.90553494637712,29.89446505362288
IC2574,3.91,8.81,60.5,6.2,22.6,25.41,0.0,0.92,0.0,34.00629500548391,26.493704994516087
IC2574,3.91,9.1,61.0,5.7,22.95,25.38,0.0,0.83,0.0,34.217640187482246,26.782359812517754
IC2574,3.91,9.38,66.0,1.3,23.63,25.51,0.0,0.75,0.0,34.77264729640238,31.227352703597617
IC2574,3.91,9.67,65.2,3.4,24.89,25.74,0.0,0.67,0.0,35.80586125203526,29.394138747964746
IC2574,3.91,9.96,67.1,4.7,25.8,24.84,0.0,0.0,0.0,35.81432115788319,31.285678842116802
IC2574,3.91,10.23,67.5,9.3,27.17,23.97,0.0,0.0,0.0,36.23216526789422,31.267834732105783
KK98-251,6.8,0.25,4.25,2.0,1.87,2.88,0.0,8.69,0.0,3.433846240005513,0.8161537599944868
KK98-251,6.8,0.41,6.84,2.0,3.32,3.93,0.0,6.61,0.0,5.14463798532025,1.6953620146797501
KK98-251,6.8,0.57,9.56,2.0,4.8,4.8,0.0,6.95,0.0,6.788225099390856,2.7717749006091443
KK98-251,6.8,0.74,12.3,2.0,6.44,6.36,0.0,6.78,0.0,9.051143574156804,3.248856425843197
KK98-251,6.8,0.9,15.1,2.0,8.03,7.43,0.0,5.71,0.0,10.940100547984008,4.159899452015992
KK98-251,6.8,1.07,17.5,2.0,9.79,8.56,0.0,5.63,0.0,13.004526135157713,4.495473864842287
KK98-251,6.8,1.24,19.7,2.0,11.57,9.52,0.0,4.46,0.0,14.983167221919402,4.716832778080597
KK98-251,6.8,1.4,21.8,2.0,13.11,10.08,0.0,3.87,0.0,16.537185371156724,5.262814628843277
KK98-251,6.8,1.57,24.4,2.0,14.44,10.55,0.0,3.42,0.0,17.883402920026153,6.516597079973845
KK98-251,6.8,1.72,27.3,2.0,15.54,10.95,0.0,3.02,0.0,19.01036822368257,8.289631776317432
KK98-251,6.8,1.89,30.3,2.0,16.53,11.36,0.0,2.62,0.0,20.057180759019946,10.242819240980054
KK98-251,6.8,2.06,32.6,2.0,17.3,11.57,0.0,2.28,0.0,20.81237372334064,11.78762627665936
KK98-251,6.8,2.46,33.3,2.0,18.07,12.23,0.0,1.69,0.0,21.81966544198146,11.480334558018537
KK98-251,6.8,2.79,34.6,2.0,18.07,12.94,0.0,1.34,0.0,22.22540213359479,12.37459786640521
KK98-251,6.8,3.13,34.2,2.0,17.41,12.45,0.0,0.0,0.0,21.403518402356188,12.796481597643815
NGC0024,7.3,0.21,17.4,6.51,1.51,18.55,0.0,410.75,0.0,18.6113567479644,0.0
NGC0024,7.3,0.32,31.0,8.86,2.27,25.65,0.0,307.43,0.0,25.750250484218594,5.2497495157814065
NGC0024,7.3,0.43,36.1,8.16,3.03,29.58,0.0,268.58,0.0,29.73478266273355,6.365217337266451
NGC0024,7.3,0.54,46.0,8.52,3.84,33.96,0.0,241.26,0.0,34.17641291885384,11.823587081146158
NGC0024,7.3,0.64,58.0,6.9,4.53,36.83,0.0,222.69,0.0,37.10754370744579,20.892456292554208
NGC0024,7.3,0.74,63.4,9.55,5.28,39.62,0.0,212.03,0.0,39.970273954527755,23.429726045472243
NGC0024,7.3,0.85,71.9,8.52,6.04,43.11,0.0,206.1,0.0,43.5310659184909,28.368934081509103
NGC0024,7.3,0.96,76.4,6.82,6.8,46.75,0.0,191.46,0.0,47.24195698740686,29.158043012593147
NGC0024,7.3,1.07,78.1,6.65,7.62,50.04,0.0,179.91,0.0,50.616854900319524,27.48314509968047
NGC0024,7.3,1.17,80.5,6.14,8.31,52.76,0.0,167.35,0.0,53.410426884644906,27.089573115355094
NGC0024,7.3,1.28,82.8,5.8,9.07,55.72,0.0,159.14,0.0,56.45337279560894,26.346627204391055
NGC0024,7.3,1.38,85.6,6.48,9.82,58.31,0.0,150.35,0.0,59.131112791828976,26.46888720817102
NGC0024,7.3,1.48,88.0,7.5,10.57,61.08,0.0,139.46,0.0,61.98783187045664,26.01216812954336
NGC0024,7.3,1.59,92.0,8.52,11.19,63.47,0.0,125.67,0.0,64.44887120811349,27.551128791886512
NGC0024,7.3,1.7,92.4,8.52,11.92,65.59,0.0,111.41,0.0,66.66434204280426,25.73565795719574
NGC0024,7.3,1.8,95.1,9.2,12.54,66.83,0.0,99.69,0.0,67.9963271066901,27.10367289330989
NGC0024,7.3,1.91,96.5,8.52,13.26,68.03,0.0,87.79,0.0,69.31023373211202,27.189766267887975
NGC0024,7.3,2.02,101.0,8.86,13.88,68.59,0.0,77.06,0.0,69.98030079958217,31.019699200417833
NGC0024,7.3,2.13,99.9,9.55,14.61,69.0,0.0,68.97,0.0,70.52979583126553,29.370204168734475
NGC0024,7.3,2.23,103.0,8.18,15.23,69.17,0.0,63.99,0.0,70.82684378115405,32.173156218845946
NGC0024,7.3,2.34,104.0,8.52,15.96,69.56,0.0,57.94,0.0,71.36746597715236,32.632534022847636
NGC0024,7.3,2.44,107.0,9.2,16.58,69.75,0.0,52.31,0.0,71.6935066794755,35.306493320524496
NGC0024,7.3,2.54,107.0,9.55,17.3,69.69,0.0,47.47,0.0,71.80519549447658,35.19480450552342
NGC0024,7.3,2.65,106.0,11.2,17.92,69.65,0.0,43.16,0.0,71.91834884089039,34.08165115910961
NGC0024,7.3,2.76,107.0,11.2,18.55,69.52,0.0,39.28,0.0,71.95229600228195,35.047703997718045
NGC0024,7.3,7.07,104.0,3.11,26.32,52.21,0.0,1.7,0.0,58.469021712356366,45.530978287643634
NGC0024,7.3,8.49,106.0,2.55,24.76,47.19,0.0,0.49,0.0,53.29121597411716,52.70878402588284
NGC0024,7.3,9.91,109.0,4.95,22.59,43.11,0.0,0.19,0.0,48.670116087800736,60.329883912199264
NGC0024,7.3,11.27,110.0,2.83,20.52,40.05,0.0,0.0,0.0,45.00080999271013,64.99919000728987
NGC0055,2.11,1.23,28.7,3.4,13.65,27.5,0.0,58.0,0.0,30.701343618806,0.0
NGC0055,2.11,1.84,37.6,2.6,18.65,32.63,0.0,38.02,0.0,37.58376511207998,0.016234887920020924
NGC0055,2.11,2.46,43.1,1.2,21.85,36.38,0.0,29.5,0.0,42.437329086548324,0.6626709134516773
NGC0055,2.11,3.07,50.1,2.8,25.04,38.7,0.0,21.65,0.0,46.09437709742914,4.005622902570863
NGC0055,2.11,3.68,58.1,4.5,28.73,39.68,0.0,16.32,0.0,48.98893038228126,9.11106961771874
NGC0055,2.11,4.3,64.6,4.1,32.28,39.98,0.0,13.06,0.0,51.38481098534858,13.215189014651415
NGC0055,2.11,4.91,68.5,2.7,34.59,39.99,0.0,10.93,0.0,52.87407871537811,15.625921284621889
NGC0055,2.11,5.52,72.3,0.8,36.37,39.87,0.0,9.36,0.0,53.96659892933776,18.333401070662234
NGC0055,2.11,6.14,74.2,2.4,37.73,39.71,0.0,8.35,0.0,54.776244851212645,19.423755148787357
NGC0055,2.11,6.75,78.9,2.6,38.68,39.75,0.0,7.82,0.0,55.463545685431974,23.43645431456803
NGC0055,2.11,7.37,82.4,2.3,39.3,40.35,0.0,7.39,0.0,56.32594872702989,26.074051272970117
NGC0055,2.11,7.98,84.3,4.8,39.72,41.04,0.0,6.69,0.0,57.11357106677887,27.18642893322113
NGC0055,2.11,8.59,85.4,7.3,40.39,41.57,0.0,5.95,0.0,57.96047791383367,27.439522086166335
NGC0055,2.11,9.21,85.3,4.6,40.44,42.03,0.0,5.36,0.0,58.32593334015324,26.974066659846756
NGC0055,2.11,9.82,86.8,4.0,39.94,42.44,0.0,4.85,0.0,58.27827382481399,28.521726175186004
NGC0055,2.11,10.43,85.4,5.7,39.15,42.87,0.0,4.39,0.0,58.0565190138024,27.343480986197605
NGC0055,2.11,11.05,85.4,7.0,37.71,43.32,0.0,3.97,0.0,57.43401866489929,27.965981335100714
NGC0055,2.11,11.66,86.2,4.1,36.23,43.95,0.0,3.59,0.0,56.95801436145751,29.241985638542495
NGC0055,2.11,12.28,86.1,6.2,35.41,44.71,0.0,3.25,0.0,57.033781217801085,29.06621878219891
NGC0055,2.11,12.89,87.4,2.5,34.67,45.88,0.0,2.94,0.0,57.50637616821286,29.893623831787146
NGC0055,2.11,13.5,86.5,5.5,33.61,48.0,0.0,0.0,0.0,58.597202151638605,27.902797848361395
NGC0100,13.5,0.23,6.81,8.19,-0.86,9.67,0.0,142.64,0.0,9.708166665236027,0.0
NGC0100,13.5,0.69,20.0,4.09,-1.93,23.77,0.0,114.33,0.0,23.848224252551802,0.0
NGC0100,13.5,1.15,33.0,4.0,-3.62,34.7,0.0,92.98,0.0,34.888313229504234,0.0
NGC0100,13.5,1.59,42.7,4.0,-4.31,41.73,0.0,70.0,0.0,41.9519844584258,0.7480155415742047
NGC0100,13.5,2.05,49.9,4.0,-3.92,46.7,0.0,54.62,0.0,46.864233696925,3.0357663030750004
NGC0100,13.5,2.51,55.5,4.0,3.21,50.33,0.0,43.18,0.0,50.432261499956546,5.067738500043454
NGC0100,13.5,2.97,61.9,4.0,7.43,53.12,0.0,33.14,0.0,53.637107490989855,8.262892509010143
NGC0100,13.5,3.42,67.9,4.0,10.05,55.1,0.0,25.5,0.0,56.00903944900323,11.890960550996773
NGC0100,13.5,3.88,73.1,4.0,11.97,55.08,0.0,16.1,0.0,56.365657097207695,16.7343429027923
NGC0100,13.5,4.34,76.1,3.0,13.61,54.16,0.0,13.06,0.0,55.843868956224725,20.25613104377527
NGC0100,13.5,4.79,77.8,5.34,14.82,53.32,0.0,9.76,0.0,55.34125766550666,22.458742334493337
NGC0100,13.5,5.24,79.0,4.0,15.7,52.48,0.0,7.4,0.0,54.778101463997444,24.221898536002556
NGC0100,13.5,5.7,78.5,5.6,16.36,50.92,0.0,5.05,0.0,53.48360496451226,25.01639503548774
NGC0100,13.5,6.16,79.8,7.15,16.58,49.36,0.0,4.2,0.0,52.07020261147444,27.729797388525554
NGC0100,13.5,7.16,83.4,5.12,17.02,46.44,0.0,2.37,0.0,49.460630808755354,33.93936919124465
NGC0100,13.5,7.52,84.6,4.0,17.46,45.44,0.0,2.01,0.0,48.679001633147735,35.92099836685226
NGC0100,13.5,7.98,86.1,5.53,18.01,44.24,0.0,1.61,0.0,47.76544462265583,38.33455537734417
NGC0100,13.5,8.44,87.5,10.2,18.77,43.11,0.0,1.27,0.0,47.0189855271251,40.4810144728749
NGC0100,13.5,8.9,89.0,7.77,19.76,41.91,0.0,0.96,0.0,46.33471376840478,42.66528623159522
NGC0100,13.5,9.35,90.4,5.16,20.86,40.72,0.0,0.84,0.0,45.752136562132264,44.64786343786774
NGC0100,13.5,9.62,91.2,13.7,21.63,40.12,0.0,0.83,0.0,45.579285865401616,45.62071413459839
NGC0247,3.7,1.08,34.6,0.9,2.87,22.18,0.0,66.02,0.0,22.36491225111335,12.235087748886652
NGC0247,3.7,1.61,47.0,0.8,4.22,29.63,0.0,54.33,0.0,29.9290043269067,17.0709956730933
NGC0247,3.7,2.15,59.1,3.1,5.53,34.54,0.0,44.47,0.0,34.97988707814821,24.120112921851792
NGC0247,3.7,2.7,64.4,1.4,7.02,38.17,0.0,37.92,0.0,38.81017005889049,25.589829941109514
NGC0247,3.7,3.22,67.4,2.3,8.74,41.49,0.0,33.35,0.0,42.40056249626885,24.99943750373116
NGC0247,3.7,3.77,69.8,0.7,10.74,44.33,0.0,29.03,0.0,45.61245992050856,24.187540079491434
NGC0247,3.7,4.31,71.3,1.1,12.87,46.65,0.0,25.59,0.0,48.3927618554676,22.9072381445324
NGC0247,3.7,4.85,73.2,1.7,14.02,48.71,0.0,22.37,0.0,50.68751818741967,22.512481812580333
NGC0247,3.7,5.38,75.1,3.0,14.25,50.36,0.0,19.55,0.0,52.3372916762035,22.762708323796495
NGC0247,3.7,5.92,78.5,3.8,15.4,51.67,0.0,17.02,0.0,53.916128384742166,24.583871615257834
NGC0247,3.7,6.46,81.4,5.0,17.47,52.6,0.0,14.83,0.0,55.42527311615162,25.974726883848383
NGC0247,3.7,6.99,83.5,7.0,20.12,53.23,0.0,13.01,0.0,56.90559990018557,26.59440009981443
NGC0247,3.7,7.53,87.1,7.2,23.34,53.67,0.0,11.5,0.0,58.525417555110195,28.5745824448898
NGC0247,3.7,8.07,90.7,4.8,25.63,54.09,0.0,10.34,0.0,59.8550332052368,30.844966794763202
NGC0247,3.7,8.62,93.1,1.4,27.36,54.75,0.0,9.41,0.0,61.20565415057664,31.894345849423352
NGC0247,3.7,9.14,95.9,2.1,29.31,55.29,0.0,8.09,0.0,62.578432386885495,33.32156761311451
NGC0247,3.7,9.69,98.4,5.2,31.5,55.46,0.0,6.86,0.0,63.78135777795892,34.61864222204109
NGC0247,3.7,10.23,101.0,8.2,33.45,55.35,0.0,5.8,0.0,64.67244390001045,36.32755609998955
NGC0247,3.7,10.76,103.0,9.4,35.18,54.98,0.0,4.92,0.0,65.27199093026043,37.72800906973957
NGC0247,3.7,11.3,104.0,9.4,36.44,54.45,0.0,4.17,0.0,65.51851722986412,38.481482770135884
NGC0247,3.7,11.84,105.0,8.9,37.01,53.82,0.0,3.57,0.0,65.3171684934367,39.6828315065633
NGC0247,3.7,12.38,105.0,8.4,37.01,53.2,0.0,3.12,0.0,64.80725345206352,40.19274654793648
NGC0247,3.7,12.91,105.0,9.0,36.33,52.54,0.0,2.63,0.0,63.8773864524841,41.1226135475159
NGC0247,3.7,13.48,106.0,8.4,35.29,51.7,0.0,2.23,0.0,62.596118889273,43.403881110727
NGC0247,3.7,14.01,108.0,7.7,34.03,50.9,0.0,1.96,0.0,61.22786048850637,46.77213951149363
NGC0247,3.7,14.54,107.0,9.2,32.65,50.18,0.0,1.79,0.0,59.86697670669532,47.13302329330468
NGC0300,2.08,0.91,33.1,3.9,0.0,31.52,0.0,90.5,0.0,31.52,1.5800000000000018
NGC0300,2.08,1.36,46.7,2.7,0.0,37.5,0.0,67.25,0.0,37.5,9.200000000000003
NGC0300,2.08,1.82,53.9,4.7,0.0,42.04,0.0,53.8,0.0,42.04,11.86
NGC0300,2.08,2.27,58.8,2.5,2.86,46.16,0.0,41.88,0.0,46.24851565185633,12.551484348143667
NGC0300,2.08,2.72,65.6,2.6,7.4,48.37,0.0,31.96,0.0,48.932779401951,16.667220598048992
NGC0300,2.08,3.17,70.8,2.7,8.38,49.78,0.0,24.71,0.0,50.480419966557335,20.319580033442662
NGC0300,2.08,3.63,82.1,4.9,8.42,50.48,0.0,18.99,0.0,51.177405170641464,30.92259482935853
NGC0300,2.08,4.08,84.1,6.6,9.19,50.65,0.0,14.68,0.0,51.47697155039329,32.62302844960671
NGC0300,2.08,4.54,83.4,6.2,12.0,50.39,0.0,11.28,0.0,51.799151537452815,31.60084846254719
NGC0300,2.08,4.99,81.5,2.7,12.98,49.84,0.0,8.72,0.0,51.50248537692138,29.997514623078622
NGC0300,2.08,5.45,80.8,4.0,13.57,49.05,0.0,6.7,0.0,50.89250828953118,29.90749171046882
NGC0300,2.08,5.9,82.8,12.4,15.44,48.12,0.0,5.18,0.0,50.53640272120681,32.263597278793185
NGC0300,2.08,6.36,88.2,11.7,20.16,47.07,0.0,3.98,0.0,51.20557098597769,36.994429014022316
NGC0300,2.08,6.81,88.5,8.5,24.2,45.98,0.0,3.08,0.0,51.959603539673004,36.540396460326996
NGC0300,2.08,7.26,88.4,8.9,27.05,44.86,0.0,2.38,0.0,52.38436885178631,36.01563114821369
NGC0300,2.08,7.71,88.2,10.8,28.23,43.73,0.0,1.84,0.0,52.05041594454361,36.149584055456394
NGC0300,2.08,8.17,89.5,3.1,27.84,42.59,0.0,1.41,0.0,50.88195849218071,38.61804150781929
NGC0300,2.08,8.62,89.7,9.5,26.95,41.5,0.0,1.09,0.0,49.48285056461481,40.217149435385195
NGC0300,2.08,9.07,93.7,7.3,26.46,40.45,0.0,0.84,0.0,48.335640059897834,45.36435994010217
NGC0300,2.08,9.53,97.0,5.7,26.26,39.41,0.0,0.65,0.0,47.357530552173,49.642469447827
NGC0300,2.08,9.96,96.2,1.5,25.18,38.5,0.0,0.51,0.0,46.003069462808675,50.19693053719133
NGC0300,2.08,10.45,94.8,2.1,24.1,37.5,0.0,0.38,0.0,44.57645118221055,50.22354881778945
NGC0300,2.08,10.93,92.5,13.9,23.02,36.62,0.0,0.29,0.0,43.25441942738337,49.24558057261663
NGC0300,2.08,11.32,92.8,10.6,22.03,35.97,0.0,0.23,0.0,42.18011142706951,50.619888572930485
NGC0300,2.08,11.8,93.5,12.1,21.74,35.19,0.0,0.0,0.0,41.36379697271516,52.13620302728484
NGC1003,11.4,1.25,47.0,7.6,2.05,56.98,0.0,175.71,0.0,57.01686504886076,0.0
NGC1003,11.4,2.08,59.5,4.5,6.07,64.63,0.0,107.61,0.0,64.91441904538621,0.0
NGC1003,11.4,2.9,71.6,3.7,10.81,74.91,0.0,67.61,0.0,75.68595774646707,0.0
NGC1003,11.4,3.73,77.6,3.1,14.74,77.71,0.0,47.27,0.0,79.09558584396477,0.0
NGC1003,11.4,4.56,83.4,3.6,17.0,79.57,0.0,29.91,0.0,81.36574770749667,2.0342522925033393
NGC1003,11.4,5.39,89.7,3.8,19.26,79.39,0.0,14.66,0.0,81.69283750733598,8.007162492664023
NGC1003,11.4,6.22,93.8,2.4,21.62,73.38,0.0,7.84,0.0,76.49868495601739,17.301315043982612
NGC1003,11.4,7.04,99.0,3.0,23.59,69.52,0.0,5.24,0.0,73.41334006840991,25.58665993159009
NGC1003,11.4,7.87,103.0,2.5,27.03,65.95,0.0,3.23,0.0,71.27428287959128,31.725717120408717
NGC1003,11.4,8.7,100.0,2.3,28.5,62.8,0.0,2.03,0.0,68.96441111181912,31.035588888180882
NGC1003,11.4,9.54,98.3,2.0,29.19,59.81,0.0,1.06,0.0,66.5529278093759,31.747072190624095
NGC1003,11.4,10.34,98.4,1.7,29.29,56.87,0.0,0.59,0.0,63.969531810073455,34.43046818992655
NGC1003,11.4,11.21,94.5,1.8,30.27,54.18,0.0,0.37,0.0,62.062430664613835,32.437569335386165
NGC1003,11.4,11.98,94.9,2.4,31.35,52.09,0.0,0.22,0.0,60.79630416398681,34.103695836013195
NGC1003,11.4,12.85,95.3,1.6,32.24,49.97,0.0,0.13,0.0,59.46779380471416,35.832206195285835
NGC1003,11.4,13.72,96.9,1.8,32.83,48.07,0.0,0.08,0.0,58.21111405908669,38.688885940913316
NGC1003,11.4,14.49,97.2,1.3,33.03,46.57,0.0,0.05,0.0,57.09418359167596,40.105816408324046
NGC1003,11.4,15.36,100.0,1.8,33.12,45.03,0.0,0.03,0.0,55.8984373663522,44.1015626336478
